id,last_scraped,description,neighborhood_overview,host_id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,calendar_updated,has_availability,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,reviews_per_month
52277955,28/09/2025,"In-Room Amenities: desk, chair, lamp, mirror, hangers, and mini-fridge.<br /><br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.",,229497500,06/12/2018,within an hour,100%,97%,f,Wellington-Harrington,42.36993,-71.09,Private room in home,Private room,2,2,2 shared baths,1,1,"[""Hangers"", ""Bathtub"", ""Wifi"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 1 space"", ""Paid washer \u2013 In building"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Heating""]",$57.00,30,1125,,t,18,4.56,4.67,4.67,4.89,4.78,4.67,4.67,,f,20,0,20,0.38
52280430,28/09/2025,"In-Room Amenities: desk, chair, lamp, mirror, hangers, and mini-fridge.<br /><br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.",,229497500,06/12/2018,within an hour,100%,97%,f,Wellington-Harrington,42.36817,-71.09175,Private room in home,Private room,1,2,2 shared baths,1,1,"[""Air conditioning"", ""Hangers"", ""Bathtub"", ""Wifi"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 1 space"", ""Mini fridge"", ""Paid washer \u2013 In building"", ""Microwave"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Exterior security cameras on property"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Heating""]",$73.00,30,1125,,t,13,4.62,4.69,4.69,4.77,4.77,4.92,4.54,,t,20,0,20,0.28
52280623,28/09/2025,"In-Room Amenities: desk, chair, lamp, mirror, and hangers.<br /><br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.","WHAT I LIKE ABOUT THIS PLACE:<br />(1) INTELLECTUAL HUB <br />This house is just minutes' walk from the world's center of innovation and intellectualism - MIT and its Technology Square. And we are not far from Harvard or MGH! (8 min bike ride)<br /><br />(2) NEIGHBORHOOD<br />While my place is nestled in a quiet, safe residential neighborhood, it is also close to the vibrancy of Kendall Square and supermarkets & eateries in Cambridge Street.<br /><br />(3) COMFORT<br />Your comfort is our priority. We want you to pamper yourself with this Select Luxury 10-inch AirFlow Memory Foam mattress and star hotel bedlinen.<br /><br />(4) CLEANNESS<br />We hire professional cleaners to make your room ready for you after the preceding guests leave. We take pride in our ""cleanness.""<br /><br />(5) EASY CHECK-IN AND CHECK-OUT<br />Two days before your arrival, we will send you Self Check-In Guide with the entry code to access your room.<br /><br />(6) SECURITY<br />Keyless lock on your private door ",229497500,06/12/2018,within an hour,100%,97%,f,Wellington-Harrington,42.37005,-71.09154,Private room in home,Private room,1,2,2 shared baths,1,1,"[""Air conditioning"", ""Hangers"", ""Bathtub"", ""Wifi"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 1 space"", ""Paid washer \u2013 In building"", ""Microwave"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Exterior security cameras on property"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Heating""]",$52.00,30,1125,,t,23,4.39,4.59,4.36,5,4.91,4.64,4.77,,f,20,0,20,0.48
52387922,28/09/2025,"In-Room Amenities: desk, chair, lamp, mirror, hangers, and mini-fridge.<br /><br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.","WHAT I LIKE ABOUT THIS PLACE:<br />(1) INTELLECTUAL HUB <br />This house is just minutes' walk from the world's center of innovation and intellectualism - MIT and its Technology Square. And we are not far from Harvard or MGH! (8 min bike ride)<br /><br />(2) NEIGHBORHOOD<br />While my place is nestled in a quiet, safe residential neighborhood, it is also close to the vibrancy of Kendall Square and supermarkets & eateries in Cambridge Street.<br /><br />(3) COMFORT<br />Your comfort is our priority. We want you to pamper yourself with this Select Luxury 10-inch AirFlow Memory Foam mattress and star hotel bedlinen.<br /><br />(4) CLEANNESS<br />We hire professional cleaners to make your room ready for you after the preceding guests leave. We take pride in our ""cleanness.""<br /><br />(5) EASY CHECK-IN AND CHECK-OUT<br />Two days before your arrival, we will send you Self Check-In Guide with the entry code to access your room.<br /><br />(6) SECURITY<br />Keyless lock on your private door ",229497500,06/12/2018,within an hour,100%,97%,f,Wellington-Harrington,42.36837,-71.08961,Private room in home,Private room,2,2,2 shared baths,1,1,"[""Hangers"", ""Bathtub"", ""Wifi"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 1 space"", ""Mini fridge"", ""Hot water kettle"", ""Paid washer \u2013 In building"", ""Microwave"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Exterior security cameras on property"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Heating""]",$55.00,30,1125,,t,11,4.36,4.45,4.64,4.91,4.73,4.18,4.09,,f,20,0,20,0.24
52388294,28/09/2025,"In-Room Amenities: desk, chair, lamp, mirror, hangers, and mini-fridge.<br /><br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.",,229497500,06/12/2018,within an hour,100%,97%,f,Wellington-Harrington,42.36975,-71.08981,Private room in home,Private room,1,2,2 shared baths,1,1,"[""Hangers"", ""Bathtub"", ""Wifi"", ""Fire extinguisher"", ""Paid parking lot on premises \u2013 1 space"", ""Keypad"", ""Paid washer \u2013 In building"", ""Microwave"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Exterior security cameras on property"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Central air conditioning"", ""Heating""]",$57.00,30,1125,,t,21,4.14,4.52,4.19,4.86,4.76,4.76,4.19,,t,20,0,20,0.47
52389611,28/09/2025,"In-Room Amenities: desk, chair, lamp, mirror, and hangers.<br /><br />- 10-min walk to MIT; <br />- 1-min direct T ride to Mass General Hospital;<br />- 9-min direct bus ride to Harvard main campus;<br />- 28-min direct T ride to Harvard Medical School and affiliated teaching hospitals in Longwood; and<br />- 7-min walk to shopping centers, Apple Store, Starbucks, supermarkets, pharmacies, restaurants, etc.<br /><br />Please note:<br />- Shared kitchen and bathrooms.",,229497500,06/12/2018,within an hour,100%,97%,f,Wellington-Harrington,42.36974,-71.08988,Private room in home,Private room,1,2,2 shared baths,1,1,"[""Air conditioning"", ""Paid parking on premises"", ""Hangers"", ""Bathtub"", ""Wifi"", ""Fire extinguisher"", ""Paid washer \u2013 In building"", ""Microwave"", ""Portable fans"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Room-darkening shades"", ""Paid dryer \u2013 In building"", ""Lock on bedroom door"", ""Smoke alarm"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Heating""]",$57.00,30,1125,,t,18,4.44,4.41,4.06,4.82,4.76,4.59,4.12,,f,20,0,20,0.41
52396698,28/09/2025,"Feel at home wherever you choose to live with Blueground. You’ll love this beautiful North Cambridge furnished two bedroom apartment with its modern decor, fully equipped kitchen, and pretty living room with great views. Ideally located, you’re close to all the best that Cambridge has to offer! (ID #BOS469)",,107434423,16/12/2016,within an hour,100%,96%,f,North Cambridge,42.3983825,-71.133804,Entire rental unit,Entire home/apt,4,,2 baths,2,,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Paid parking on premises"", ""Hangers"", ""Dryer \u2013\u00a0In unit"", ""Bathtub"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Gym"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",,32,1125,,t,0,,,,,,,,,t,169,169,0,
52396761,28/09/2025,"Show up and start living from day one in Cambridge with this stylish two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped North Cambridge home with stunning views over the city. (ID #BOS470)",,107434423,16/12/2016,within an hour,100%,96%,f,North Cambridge,42.3983825,-71.133804,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Paid parking on premises"", ""Hangers"", ""Dryer \u2013\u00a0In unit"", ""Bathtub"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Gym"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",$372.00,32,1125,,t,0,,,,,,,,,t,169,169,0,
52419649,28/09/2025,"Show up and start living from day one in Cambridge with this pretty three bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped Wellington-Harrington home. (ID #BOS453)",,107434423,16/12/2016,within an hour,100%,96%,f,Wellington-Harrington,42.37053,-71.08995,Entire rental unit,Entire home/apt,6,2,2 baths,3,3,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Hangers"", ""Dryer \u2013\u00a0In unit"", ""Bathtub"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",$390.00,32,1125,,t,1,4,5,4,5,5,4,4,,t,169,169,0,0.07
52454369,28/09/2025,"This sun-filled private bath guest room is situated on the second floor our large Victorian-style house. It has two large windows with ample natural light and a view of our lovely garden on the side. The room has one full bed, and a full-size sofa bed to fit up to three people. This centrally situated house is only 7 minute walk from the red line subway station, 10 minute walk to Harvard, and a WholeFoods within 5 minute walk.","Central Square is truly the center of everything that's happening in Cambridge. Located right in between Harvard Square and Kendall Square (MIT), it's walking distance to both institutions and all the research centers in the area. I used to bike from Harvard to MIT when I was a student, a very pleasant 15 minute ride. Harvard Street is just two streets north of Massachusetts Avenue, which is the main street that connects these school and also directly leads to downtown. A simple search shows that there're more than twenty 4-Star+ coffee shops and countless 4-Star+ restaurants, you can walk to restaurants, coffee shops, grocery stores, universities, just about everywhere.",45011296,24/09/2015,within an hour,100%,95%,t,Mid-Cambridge,42.37026,-71.10466,Room in boutique hotel,Private room,3,1,1 private bath,1,2,"[""Air conditioning"", ""Hangers"", ""First aid kit"", ""Patio or balcony"", ""Essentials"", ""Laundromat nearby"", ""Wifi"", ""Fire extinguisher"", ""Oven"", ""Paid parking off premises"", ""Keypad"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Exterior security cameras on property"", ""Dishwasher"", ""Stove"", ""Smoke alarm"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Heating""]",$281.00,1,30,,t,27,4.89,4.85,4.93,4.93,5,4.93,4.52,135558,t,11,0,11,0.56
52476267,28/09/2025,"Blending modern conveniences with historic charm in this 1867 Victorian-style house, this guest room has one full-size bed and can be booked together with Room 27 for a family or large group trip up to 4 people. This affordable single room has a shared bathroom with one other guest room. Located just 7 minutes from the Red Line T, we are at the heart of Cambridge between Harvard and MIT.","Central Square is truly the center of everything that's happening in Cambridge. Located right in between Harvard Square and Kendall Square (MIT), it's walking distance to both institutions and all the research centers in the area. I used to bike from Harvard to MIT when I was a student, a very pleasant 15 minute ride. Harvard Street is just two streets north of Massachusetts Avenue, which is the main street that connects these school and also directly leads to downtown. A simple search shows that there're more than twenty 4-Star+ coffee shops and countless 4-Star+ restaurants, you can walk to restaurants, coffee shops, grocery stores, universities, just about everywhere.",45011296,24/09/2015,within an hour,100%,95%,t,Mid-Cambridge,42.36809,-71.10476,Room in boutique hotel,Private room,2,1,1 shared bath,1,1,"[""Air conditioning"", ""Hangers"", ""First aid kit"", ""Bathtub"", ""Extra pillows and blankets"", ""Essentials"", ""Laundromat nearby"", ""Wifi"", ""Fire extinguisher"", ""BBQ grill"", ""Oven"", ""Body soap"", ""Paid parking off premises"", ""Keypad"", ""Dishes and silverware"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Exterior security cameras on property"", ""Dishwasher"", ""Stove"", ""Smoke alarm"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Shower gel"", ""Backyard"", ""Heating""]",$213.00,3,30,,t,80,4.93,4.84,4.98,4.93,4.95,4.94,4.59,135558,t,11,0,11,1.66
52494735,28/09/2025,"Cambridge Prime Location, 8 min walk to Central Sq subway, near Charles River, MIT, Harvard, BU, quiet residential area. Easy access to Central, Kendall Squares, Whole Foods, Trader Joe's. Walking-Biking paths along the Charles River and BU Bridge to Boston. Central efficient AC/Heat. Hardwood floor, laundry. The room on the 1st floor. Private entrance, dog should be approved. Full size bed, walk-in closet. A basement private bathroom connected by short stairs. Kitchenette. Bath starting package",,394741679,29/03/2021,within a few hours,98%,67%,f,Riverside,42.36581,-71.11227,Private room in rental unit,Private room,2,1,1 private bath,1,1,"[""Pets allowed"", ""Air conditioning"", ""Dryer"", ""Hangers"", ""Essentials"", ""Wifi"", ""Shared patio or balcony"", ""Body soap"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Shampoo"", ""Hot water"", ""Long term stays allowed"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm"", ""Lock on bedroom door"", ""Free parking on premises"", ""Luggage dropoff allowed"", ""Washer"", ""Private entrance"", ""Heating""]",$70.00,26,1125,,t,9,4.67,4.78,4.44,4.78,4.89,5,4.78,,f,16,4,12,0.2
52497750,28/09/2025,"Inquiry is required prior to requesting to book.  Looking 9-1 to 12-31 +/-. Sun-filled, newly renovated top floor two bedroom (2 people total) in a fantastic location within steps to Kendall SQ and the Charles River/Boston.  The available room features a memory foam mattress (firm) dresser, decent sized closed and two nights with shelving.  Additional details include a private balcony, hardwood floors throughout, a fully equipped/modern kitchen and free (shared) use of a W/D.","Steps to Kendall Square and numerous cafes, shops and restaurants.",23983523,20/11/2014,within an hour,100%,20%,f,East Cambridge,42.36906,-71.0816,Private room in rental unit,Private room,1,1,1 shared bath,1,1,"[""TV"", ""Hangers"", ""Bathtub"", ""City skyline view"", ""Essentials"", ""Wifi"", ""Private patio or balcony"", ""Body soap"", ""Dishes and silverware"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Free washer \u2013 In building"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Refrigerator"", ""Kitchen"", ""Free dryer \u2013 In building"", ""Clothing storage"", ""Private living room"", ""Smoke alarm"", ""Lock on bedroom door"", ""Cleaning products"", ""Heating""]",$60.00,30,180,,t,3,4.33,4.33,3.67,4.67,4.67,4.67,4,,f,1,0,1,0.08
52501886,28/09/2025,"Feel at home wherever you choose to live with Blueground. You’ll love this sophisticated Wellington-Harrington furnished three bedroom apartment with its modern decor, fully equipped kitchen, and stylish living room. Ideally located, you’re close to all the best that Cambridge has to offer! (ID #BOS454)",,107434423,16/12/2016,within an hour,100%,96%,f,Wellington-Harrington,42.37053,-71.08995,Entire rental unit,Entire home/apt,6,2,2 baths,3,3,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Hangers"", ""Dryer \u2013\u00a0In unit"", ""Bathtub"", ""Lockbox"", ""Essentials"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",$466.00,32,1125,,t,1,5,5,5,5,5,5,5,,t,169,169,0,0.33
52564040,28/09/2025,"Feel at home wherever you choose to live with Blueground. You’ll love this stylish East Cambridge furnished one bedroom apartment with its modern decor, fully equipped kitchen, and beautiful living room with great views. Ideally located, you’re close to all the best that Cambridge has to offer! (ID #BOS461)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",107434423,16/12/2016,within an hour,100%,96%,f,East Cambridge,42.373028,-71.0785923,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Paid parking on premises"", ""Hangers"", ""Dryer \u2013\u00a0In unit"", ""Bathtub"", ""Lockbox"", ""Fast wifi \u2013 223 Mbps"", ""Essentials"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Gym"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",$273.00,32,1125,,t,0,,,,,,,,,t,169,169,0,
52795995,28/09/2025,"Newly renovated modern 3 bed, 2 bath, spacious & sunny entire apartment in the heart of Cambridge, 10 min drive to Boston. Great location with walking distance to Davis & Porter Sq (8 min walk), Harvard Sq (25 min walk). Close to MIT, Harvard, Lesley, and Tufts. Close to public transportations, red line, commuter rail (North station), bus stops (3 min), direct line to Downtown Boston. Restaurants, cafes, bars, theaters, grocery stores & shops. Tennis court, bicycle trail, parks, Fresh Pond Lake.",,25221790,26/12/2014,within an hour,100%,97%,t,Neighborhood Nine,42.38985,-71.12912,Entire rental unit,Entire home/apt,6,2,2 baths,3,3,"[""Single level home"", ""Conditioner"", ""Clothing storage: closet"", ""Outdoor dining area"", ""Hangers"", ""First aid kit"", ""Stainless steel gas stove"", ""Outdoor furniture"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Body soap"", ""Hot water kettle"", ""Keypad"", ""Trash compactor"", ""Paid washer \u2013 In building"", ""Dishes and silverware"", ""Coffee maker"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Stainless steel oven"", ""Long term stays allowed"", ""Refrigerator"", ""Safe"", ""Dedicated workspace"", ""Kitchen"", ""Self check-in"", ""Ceiling fan"", ""Blender"", ""Private backyard \u2013 Fully fenced"", ""50 inch HDTV with Roku"", ""Barbecue utensils"", ""BBQ grill: gas"", ""Dishwasher"", ""Central heating"", ""Freezer"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Shower gel"", ""Private entrance""]",$404.00,2,29,,t,112,4.94,4.97,4.96,4.97,4.97,4.93,4.78,148427,f,1,1,0,2.33
52853061,28/09/2025,"You’ll love this spacious three-bedroom apartment with its modern decor, fully equipped kitchen, quality mattresses, and roomy living room. Ideally located, you’re close to all the best Cambridge offers! One block from Central Square T, coffee shops, H-mart, Target and more.",We are steps away from central square and a 15 minute walk to Harvard or MIT.,145655051,12/08/2017,within an hour,100%,94%,f,Cambridgeport,42.36428,-71.10219,Entire rental unit,Entire home/apt,3,,1 bath,3,,"[""Air conditioning"", ""Dryer"", ""Hangers"", ""Extra pillows and blankets"", ""Essentials"", ""Wifi"", ""Fire extinguisher"", ""Dining table"", ""Hot water kettle"", ""Trash compactor"", ""Dishes and silverware"", ""Coffee maker"", ""Wine glasses"", ""Microwave"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Hot water"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Dedicated workspace"", ""Kitchen"", ""HDTV with Amazon Prime Video"", ""Dishwasher"", ""Room-darkening shades"", ""Freezer"", ""Smoke alarm"", ""Washer"", ""Heating""]",,91,180,,t,1,5,5,5,5,5,5,5,,f,4,4,0,0.04
52853281,28/09/2025,"Show up and start living from day one in Cambridge with this beautiful one bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully equipped East Cambridge home with stunning balcony views over the city. (ID #BOS463)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",107434423,16/12/2016,within an hour,100%,96%,f,East Cambridge,42.373028,-71.0785923,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Paid parking on premises"", ""Hangers"", ""Dryer \u2013\u00a0In unit"", ""Bathtub"", ""Lockbox"", ""Patio or balcony"", ""Essentials"", ""Wifi"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Gym"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",$265.00,32,1125,,t,1,5,5,5,5,5,5,5,,t,169,169,0,0.04
52896389,28/09/2025,"Feel at home wherever you choose to live with Blueground. You’ll love this roomy East Cambridge furnished one bedroom apartment with its modern decor, fully equipped kitchen, and exquisite living room with great views. Ideally located, you’re close to all the best that Cambridge has to offer! (ID #BOS486)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",107434423,16/12/2016,within an hour,100%,96%,f,East Cambridge,42.37303,-71.07859,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Pets allowed"", ""High chair"", ""TV"", ""Air conditioning"", ""Paid parking on premises"", ""Hangers"", ""Dryer \u2013\u00a0In unit"", ""Bathtub"", ""Lockbox"", ""Fast wifi \u2013 223 Mbps"", ""Essentials"", ""Oven"", ""Coffee maker"", ""Microwave"", ""Elevator"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Hot water"", ""Washer \u2013\u00a0In unit"", ""Hair dryer"", ""Iron"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen"", ""Self check-in"", ""Gym"", ""Dishwasher"", ""Crib"", ""Smoke alarm"", ""Private entrance"", ""Heating""]",$271.00,32,1125,,t,3,5,5,5,4.33,4.33,5,4.67,,t,169,169,0,0.18
